id,unique_name,croma_name,reliance_name,croma_link,croma_price,croma_mrp,croma_discount_value,croma_discount,croma_img,reliance_link,reliance_price,reliance_mrp,reliance_discount_value,reliance_discount,reliance_img
98,FABER Hood Cygnus 75cm 1400m3/hr,FABER Hood Cygnus 75cm 1400m3/hr Ducted Auto Clean Wall Mounted Chimney with Odor Sensor (Black),FABER Hood Cygnus 75cm 1400m3/hr Ducted Auto Clean Wall Mounted Chimney with Odor Sensor (Black),https://www.croma.com/faber-hood-cygnus-75cm-1400m3-hr-ducted-auto-clean-wall-mounted-chimney-with-odor-sensor-black-/p/273792,"₹22,889","₹37,000","(Save ₹14,111)",38% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1703080576/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/273792_0_oh4zln.png?tr=w-400,https://www.croma.com/faber-hood-cygnus-75cm-1400m3-hr-ducted-auto-clean-wall-mounted-chimney-with-odor-sensor-black-/p/273792,"₹22,889","₹37,000","(Save ₹14,111)",38% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1703080576/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/273792_0_oh4zln.png?tr=w-400
99,FABER Supreme Plus C 3,FABER Supreme Plus C 3 Burner Manual Hob (Black),FABER Supreme Plus C 3 Burner Manual Hob (Black),https://www.croma.com/faber-supreme-plus-c-3-burner-manual-hob-black-/p/234112,"₹10,074","₹10,940",(Save ₹866),8% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056297/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/234112_0_x7j9ry.png?tr=w-400,https://www.croma.com/faber-supreme-plus-c-3-burner-manual-hob-black-/p/234112,"₹10,074","₹10,940",(Save ₹866),8% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056297/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/234112_0_x7j9ry.png?tr=w-400
100,Faber Nexus IND Star HT904,"Faber Nexus IND Star HT904 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Hob (Flame Failure Device, Black)","Faber Nexus IND Star HT904 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Hob (Flame Failure Device, Black)",https://www.croma.com/faber-nexus-ind-star-ht904-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-hob-flame-failure-device-black-/p/247694,"₹36,754","₹42,600","(Save ₹5,846)",14% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688421430/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/247694_0_jh1soy.png?tr=w-400,https://www.croma.com/faber-nexus-ind-star-ht904-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-hob-flame-failure-device-black-/p/247694,"₹36,754","₹42,600","(Save ₹5,846)",14% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688421430/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/247694_0_jh1soy.png?tr=w-400
101,V-GUARD Voltage Stabilizer (AD4 Volta,"V-GUARD Voltage Stabilizer (AD4 Volta 3030, White)","V-GUARD Voltage Stabilizer (AD4 Volta 3030, White)",https://www.croma.com/v-guard-voltage-stabilizer-ad4-volta-3030-white-/p/208971,"₹2,614","₹3,499",(Save ₹885),25% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1605157365/Croma%20Assets/Small%20Appliances/Electrical%20Equipments/Images/8998928252958.png?tr=w-400,https://www.croma.com/v-guard-voltage-stabilizer-ad4-volta-3030-white-/p/208971,"₹2,614","₹3,499",(Save ₹885),25% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1605157365/Croma%20Assets/Small%20Appliances/Electrical%20Equipments/Images/8998928252958.png?tr=w-400
102,Faber Ultima Plus HT783 CRS,"Faber Ultima Plus HT783 CRS BR CI AI Toughened Glass Top 3 Burner Automatic Hob (Cast Iron Pan Support, Black)","Faber Ultima Plus HT783 CRS BR CI AI Toughened Glass Top 3 Burner Automatic Hob (Cast Iron Pan Support, Black)",https://www.croma.com/faber-ultima-plus-ht783-crs-br-ci-ai-toughened-glass-top-3-burner-automatic-hob-cast-iron-pan-support-black-/p/251778,"₹28,099","₹32,400","(Save ₹4,301)",13% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721054226/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/251778_0_kdv2aw.png?tr=w-400,https://www.croma.com/faber-ultima-plus-ht783-crs-br-ci-ai-toughened-glass-top-3-burner-automatic-hob-cast-iron-pan-support-black-/p/251778,"₹28,099","₹32,400","(Save ₹4,301)",13% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721054226/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/251778_0_kdv2aw.png?tr=w-400
103,Faber Nexus IND HT803 CRS,"Faber Nexus IND HT803 CRS BR CI AI Toughened Glass Top 3 Burner Automatic Hob (Cast Iron Pan Support, Black)","Faber Nexus IND HT803 CRS BR CI AI Toughened Glass Top 3 Burner Automatic Hob (Cast Iron Pan Support, Black)",https://www.croma.com/faber-nexus-ind-ht803-crs-br-ci-ai-toughened-glass-top-3-burner-automatic-hob-cast-iron-pan-support-black-/p/234111,"₹27,504","₹33,500","(Save ₹5,996)",18% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688421311/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/234111_0_xylksj.png?tr=w-400,https://www.croma.com/faber-nexus-ind-ht803-crs-br-ci-ai-toughened-glass-top-3-burner-automatic-hob-cast-iron-pan-support-black-/p/234111,"₹27,504","₹33,500","(Save ₹5,996)",18% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688421311/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/234111_0_xylksj.png?tr=w-400
104,FABER Supreme Plus C Toughened,"FABER Supreme Plus C Toughened Glass Top 4 Burner Manual Gas Stove (Anti Leak Technology, Black)","FABER Supreme Plus C Toughened Glass Top 4 Burner Manual Gas Stove (Anti Leak Technology, Black)",https://www.croma.com/faber-supreme-plus-c-toughened-glass-top-4-burner-manual-gas-stove-anti-leak-technology-black-/p/234113,"₹11,114","₹12,340","(Save ₹1,226)",10% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056148/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/234113_0_ocxqyc.png?tr=w-400,https://www.croma.com/faber-supreme-plus-c-toughened-glass-top-4-burner-manual-gas-stove-anti-leak-technology-black-/p/234113,"₹11,114","₹12,340","(Save ₹1,226)",10% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056148/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/234113_0_ocxqyc.png?tr=w-400
105,Faber Maxus HT905 CRS BR,"Faber Maxus HT905 CRS BR CI AI Toughened Glass Top 5 Burner Automatic Hob (High Quality Knob, Black)","Faber Maxus HT905 CRS BR CI AI Toughened Glass Top 5 Burner Automatic Hob (High Quality Knob, Black)",https://www.croma.com/faber-maxus-ht905-crs-br-ci-ai-toughened-glass-top-5-burner-automatic-hob-high-quality-knob-black-/p/227714,"₹26,159","₹27,700","(Save ₹1,541)",6% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688422086/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/227714_0_rpujd0.png?tr=w-400,https://www.croma.com/faber-maxus-ht905-crs-br-ci-ai-toughened-glass-top-5-burner-automatic-hob-high-quality-knob-black-/p/227714,"₹26,159","₹27,700","(Save ₹1,541)",6% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688422086/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/227714_0_rpujd0.png?tr=w-400
106,FABER GENIUS 704 BK Toughened,"FABER GENIUS 704 BK Toughened Glass Top 4 Burner Manual Hob (Cast Iron Pan Support, Black)","FABER GENIUS 704 BK Toughened Glass Top 4 Burner Manual Hob (Cast Iron Pan Support, Black)",https://www.croma.com/faber-genius-704-bk-toughened-glass-top-4-burner-manual-hob-cast-iron-pan-support-black-/p/300609,"₹16,289","₹21,725","(Save ₹5,436)",25% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057345/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300609_0_ttuqcb.png?tr=w-400,https://www.croma.com/faber-genius-704-bk-toughened-glass-top-4-burner-manual-hob-cast-iron-pan-support-black-/p/300609,"₹16,289","₹21,725","(Save ₹5,436)",25% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057345/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300609_0_ttuqcb.png?tr=w-400
107,FABER GENIUS 804 AI Toughened,"FABER GENIUS 804 AI Toughened Glass Top 4 Burner Manual Hob (Cast Iron Pan Support, Black)","FABER GENIUS 804 AI Toughened Glass Top 4 Burner Manual Hob (Cast Iron Pan Support, Black)",https://www.croma.com/faber-genius-804-ai-toughened-glass-top-4-burner-manual-hob-cast-iron-pan-support-black-/p/300611,"₹18,989","₹25,350","(Save ₹6,361)",25% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056607/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300611_0_ilf7uy.png?tr=w-400,https://www.croma.com/faber-genius-804-ai-toughened-glass-top-4-burner-manual-hob-cast-iron-pan-support-black-/p/300611,"₹18,989","₹25,350","(Save ₹6,361)",25% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056607/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300611_0_ilf7uy.png?tr=w-400
108,FABER FBIO 4F BK 80L,FABER FBIO 4F BK 80L Built-in Microwave Oven with Mechanical Timer (Black),FABER FBIO 4F BK 80L Built-in Microwave Oven with Mechanical Timer (Black),https://www.croma.com/faber-fbio-4f-bk-80l-built-in-microwave-oven-with-mechanical-timer-black-/p/272266,"₹28,349","₹35,290","(Save ₹6,941)",20% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722275068/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/272266_0_zfhehd.png?tr=w-400,https://www.croma.com/faber-fbio-4f-bk-80l-built-in-microwave-oven-with-mechanical-timer-black-/p/272266,"₹28,349","₹35,290","(Save ₹6,941)",20% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722275068/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/272266_0_zfhehd.png?tr=w-400
109,FABER 6.5L 1750 Watt Digital,FABER 6.5L 1750 Watt Digital Air Fryer with 8 Preset Menus (Silver),FABER 6.5L 1750 Watt Digital Air Fryer with 8 Preset Menus (Silver),https://www.croma.com/faber-6-5l-1750-watt-digital-air-fryer-with-8-preset-menus-silver-/p/306845,"₹8,990","₹14,990","(Save ₹6,000)",40% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1716816141/Croma%20Assets/Small%20Appliances/Fryers%20and%20Grills/Images/306845_qbcwna.png?tr=w-400,https://www.croma.com/faber-6-5l-1750-watt-digital-air-fryer-with-8-preset-menus-silver-/p/306845,"₹8,990","₹14,990","(Save ₹6,000)",40% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1716816141/Croma%20Assets/Small%20Appliances/Fryers%20and%20Grills/Images/306845_qbcwna.png?tr=w-400
110,Faber Jumbo 3BB SS Toughened,"Faber Jumbo 3BB SS Toughened Glass Top 3 Burner Manual Gas Stove (Corrosion Resistance, Black)","Faber Jumbo 3BB SS Toughened Glass Top 3 Burner Manual Gas Stove (Corrosion Resistance, Black)",https://www.croma.com/faber-jumbo-3bb-ss-toughened-glass-top-3-burner-manual-gas-stove-corrosion-resistance-black-/p/210988,"₹5,879","₹8,840","(Save ₹2,961)",34% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057136/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/210988_0_ife0uh.png?tr=w-400,https://www.croma.com/faber-jumbo-3bb-ss-toughened-glass-top-3-burner-manual-gas-stove-corrosion-resistance-black-/p/210988,"₹5,879","₹8,840","(Save ₹2,961)",34% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057136/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/210988_0_ife0uh.png?tr=w-400
111,FABER Sportz 400 Watt 3,"FABER Sportz 400 Watt 3 Jars Mixer Grinder Blender (20000 RPM, Copper Motor, Silver)","FABER Sportz 400 Watt 3 Jars Mixer Grinder Blender (20000 RPM, Copper Motor, Silver)",https://www.croma.com/faber-sportz-400-watt-3-jars-mixer-grinder-blender-20000-rpm-copper-motor-silver-/p/306867,"₹2,999","₹5,999","(Save ₹3,000)",50% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1716816558/Croma%20Assets/Small%20Appliances/Food%20Preparation%20App/Images/306867_wwwwby.png?tr=w-400,https://www.croma.com/faber-sportz-400-watt-3-jars-mixer-grinder-blender-20000-rpm-copper-motor-silver-/p/306867,"₹2,999","₹5,999","(Save ₹3,000)",50% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1716816558/Croma%20Assets/Small%20Appliances/Food%20Preparation%20App/Images/306867_wwwwby.png?tr=w-400
112,FABER Hood Sunny 75cm 1200m3/hr,FABER Hood Sunny 75cm 1200m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control (Black),FABER Hood Sunny 75cm 1200m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control (Black),https://www.croma.com/faber-hood-sunny-75cm-1200m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-black-/p/306389,"₹15,489","₹28,490","(Save ₹13,001)",46% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1713532795/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/306389_wyyuco.png?tr=w-400,https://www.croma.com/faber-hood-sunny-75cm-1200m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-black-/p/306389,"₹15,489","₹28,490","(Save ₹13,001)",46% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1713532795/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/306389_wyyuco.png?tr=w-400
113,Faber Imperia 604 BRB CI,"Faber Imperia 604 BRB CI BK Toughened Glass Top 4 Burner Automatic Hob (High Quality Knob, Black)","Faber Imperia 604 BRB CI BK Toughened Glass Top 4 Burner Automatic Hob (High Quality Knob, Black)",https://www.croma.com/faber-imperia-604-brb-ci-bk-toughened-glass-top-4-burner-automatic-hob-high-quality-knob-black-/p/220776,"₹24,464","₹31,200","(Save ₹6,736)",22% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056673/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/220776_0_oi2a0b.png?tr=w-400,https://www.croma.com/faber-imperia-604-brb-ci-bk-toughened-glass-top-4-burner-automatic-hob-high-quality-knob-black-/p/220776,"₹24,464","₹31,200","(Save ₹6,736)",22% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056673/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/220776_0_oi2a0b.png?tr=w-400
114,FABER Bella HT753 Glass Top,"FABER Bella HT753 Glass Top 3 Burner Automatic Hob (Flame Failure Device, Black)","FABER Bella HT753 Glass Top 3 Burner Automatic Hob (Flame Failure Device, Black)",https://www.croma.com/faber-bella-ht753-glass-top-3-burner-automatic-hob-flame-failure-device-black-/p/305672,"₹28,579","₹35,690","(Save ₹7,111)",20% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1710858879/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305672_yasa1t.png?tr=w-400,https://www.croma.com/faber-bella-ht753-glass-top-3-burner-automatic-hob-flame-failure-device-black-/p/305672,"₹28,579","₹35,690","(Save ₹7,111)",20% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1710858879/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305672_yasa1t.png?tr=w-400
117,FABER Bella HT753 Glass Top,"FABER Bella HT753 Glass Top 3 Burner Automatic Hob (Full Brass Burners, Black)","FABER Bella HT753 Glass Top 3 Burner Automatic Hob (Full Brass Burners, Black)",https://www.croma.com/faber-bella-ht753-glass-top-3-burner-automatic-hob-full-brass-burners-black-/p/305679,"₹26,389","₹32,550","(Save ₹6,161)",19% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1717063648/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305679_0_cbzgup.png?tr=w-400,https://www.croma.com/faber-bella-ht753-glass-top-3-burner-automatic-hob-full-brass-burners-black-/p/305679,"₹26,389","₹32,550","(Save ₹6,161)",19% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1717063648/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305679_0_cbzgup.png?tr=w-400
118,FABER Hood Pinnacle 90cm 1500m3/hr,FABER Hood Pinnacle 90cm 1500m3/hr Ductless Auto Clean Wall Mounted Chimney with Touch and Gesture Control (Black),FABER Hood Pinnacle 90cm 1500m3/hr Ductless Auto Clean Wall Mounted Chimney with Touch and Gesture Control (Black),https://www.croma.com/faber-hood-pinnacle-90cm-1500m3-hr-ductless-auto-clean-wall-mounted-chimney-with-touch-and-gesture-control-black-/p/306688,"₹31,489","₹44,990","(Save ₹13,501)",30% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1716015199/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/306688_hx1tf6.png?tr=w-400,https://www.croma.com/faber-hood-pinnacle-90cm-1500m3-hr-ductless-auto-clean-wall-mounted-chimney-with-touch-and-gesture-control-black-/p/306688,"₹31,489","₹44,990","(Save ₹13,501)",30% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1716015199/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/306688_hx1tf6.png?tr=w-400
119,FABER FBIMWO SG 20L Built-in,FABER FBIMWO SG 20L Built-in Convection Microwave Oven with 10 Autocook Menus (Stainless Steel),FABER FBIMWO SG 20L Built-in Convection Microwave Oven with 10 Autocook Menus (Stainless Steel),https://www.croma.com/faber-fbimwo-sg-20l-built-in-convection-microwave-oven-with-10-autocook-menus-stainless-steel-/p/229407,"₹32,249","₹37,990","(Save ₹5,741)",15% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691177463/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/229407_0_xznw50.png?tr=w-400,https://www.croma.com/faber-fbimwo-sg-20l-built-in-convection-microwave-oven-with-10-autocook-menus-stainless-steel-/p/229407,"₹32,249","₹37,990","(Save ₹5,741)",15% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691177463/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/229407_0_xznw50.png?tr=w-400
120,FABER FOTG 24L Oven Toaster,FABER FOTG 24L Oven Toaster Grill with Motorized Rotisserie (Black),FABER FOTG 24L Oven Toaster Grill with Motorized Rotisserie (Black),https://www.croma.com/faber-fotg-24l-oven-toaster-grill-with-motorized-rotisserie-black-/p/262781,"₹5,584","₹8,990","(Save ₹3,406)",38% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722273057/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/262781_0_btdczj.png?tr=w-400,https://www.croma.com/faber-fotg-24l-oven-toaster-grill-with-motorized-rotisserie-black-/p/262781,"₹5,584","₹8,990","(Save ₹3,406)",38% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722273057/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/262781_0_btdczj.png?tr=w-400
121,FABER JUPITER PLUS HC SC,FABER JUPITER PLUS HC SC BK 60cm 1500m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),FABER JUPITER PLUS HC SC BK 60cm 1500m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),https://www.croma.com/faber-jupiter-plus-hc-sc-bk-60cm-1500m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/244948,"₹18,934","₹34,990","(Save ₹16,056)",46% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140726/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/244948_0_hprb9a.png?tr=w-400,https://www.croma.com/faber-jupiter-plus-hc-sc-bk-60cm-1500m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/244948,"₹18,934","₹34,990","(Save ₹16,056)",46% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140726/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/244948_0_hprb9a.png?tr=w-400
122,FABER JUPITER PLUS HC SC,FABER JUPITER PLUS HC SC BK 60cm 1500m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),FABER JUPITER PLUS HC SC BK 90cm 1500m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),https://www.croma.com/faber-jupiter-plus-hc-sc-bk-60cm-1500m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/244948,"₹18,934","₹34,990","(Save ₹16,056)",46% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140726/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/244948_0_hprb9a.png?tr=w-400,https://www.croma.com/faber-jupiter-plus-hc-sc-bk-90cm-1500m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/244949,"₹20,804","₹38,990","(Save ₹18,186)",47% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140711/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/244949_0_m0duk5.png?tr=w-400
123,FABER JUPITER PLUS HC SC,FABER JUPITER PLUS HC SC BK 90cm 1500m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),FABER JUPITER PLUS HC SC BK 60cm 1500m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),https://www.croma.com/faber-jupiter-plus-hc-sc-bk-90cm-1500m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/244949,"₹20,804","₹38,990","(Save ₹18,186)",47% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140711/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/244949_0_m0duk5.png?tr=w-400,https://www.croma.com/faber-jupiter-plus-hc-sc-bk-60cm-1500m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/244948,"₹18,934","₹34,990","(Save ₹16,056)",46% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140726/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/244948_0_hprb9a.png?tr=w-400
124,FABER JUPITER PLUS HC SC,FABER JUPITER PLUS HC SC BK 90cm 1500m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),FABER JUPITER PLUS HC SC BK 90cm 1500m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),https://www.croma.com/faber-jupiter-plus-hc-sc-bk-90cm-1500m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/244949,"₹20,804","₹38,990","(Save ₹18,186)",47% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140711/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/244949_0_m0duk5.png?tr=w-400,https://www.croma.com/faber-jupiter-plus-hc-sc-bk-90cm-1500m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/244949,"₹20,804","₹38,990","(Save ₹18,186)",47% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140711/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/244949_0_m0duk5.png?tr=w-400
125,FABER ALPHA HC PB BK,FABER ALPHA HC PB BK 60cm 1100m3/hr Ducted Auto Clean Wall Mounted Chimney with Soft Push Button (Black),FABER ALPHA HC PB BK 60cm 1100m3/hr Ducted Auto Clean Wall Mounted Chimney with Soft Push Button (Black),https://www.croma.com/faber-alpha-hc-pb-bk-60cm-1100m3-hr-ducted-auto-clean-wall-mounted-chimney-with-soft-push-button-black-/p/260142,"₹9,174","₹10,490","(Save ₹1,316)",13% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141985/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/260142_0_gagxrb.png?tr=w-400,https://www.croma.com/faber-alpha-hc-pb-bk-60cm-1100m3-hr-ducted-auto-clean-wall-mounted-chimney-with-soft-push-button-black-/p/260142,"₹9,174","₹10,490","(Save ₹1,316)",13% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141985/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/260142_0_gagxrb.png?tr=w-400
128,FABER ALPHA HC PB BK,FABER ALPHA HC PB BK 90cm 1100m3/hr Ducted Auto Clean Wall Mounted Chimney with Soft Push Buttons (Black),FABER ALPHA HC PB BK 90cm 1100m3/hr Ducted Auto Clean Wall Mounted Chimney with Soft Push Buttons (Black),https://www.croma.com/faber-alpha-hc-pb-bk-90cm-1100m3-hr-ducted-auto-clean-wall-mounted-chimney-with-soft-push-buttons-black-/p/260143,"₹8,724","₹12,490","(Save ₹3,766)",30% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721142080/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/260143_0_hcub2b.png?tr=w-400,https://www.croma.com/faber-alpha-hc-pb-bk-90cm-1100m3-hr-ducted-auto-clean-wall-mounted-chimney-with-soft-push-buttons-black-/p/260143,"₹8,724","₹12,490","(Save ₹3,766)",30% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721142080/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/260143_0_hcub2b.png?tr=w-400
129,FABER AETHER BLDC HC SC,FABER AETHER BLDC HC SC BK 60 60cm 1500m3/hr Auto Clean Wall Mounted Chimney with Gesture and Remote Control (Black),FABER AETHER BLDC HC SC BK 60 60cm 1500m3/hr Auto Clean Wall Mounted Chimney with Gesture and Remote Control (Black),https://www.croma.com/faber-aether-bldc-hc-sc-bk-60-60cm-1500m3-hr-auto-clean-wall-mounted-chimney-with-gesture-and-remote-control-black-/p/308778,"₹29,790","₹47,990","(Save ₹18,200)",38% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722486515/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/308778_oxumkl.png?tr=w-400,https://www.croma.com/faber-aether-bldc-hc-sc-bk-60-60cm-1500m3-hr-auto-clean-wall-mounted-chimney-with-gesture-and-remote-control-black-/p/308778,"₹29,790","₹47,990","(Save ₹18,200)",38% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722486515/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/308778_oxumkl.png?tr=w-400
